Unnamed: 0,daily_screen_time,app_sessions,social_media_usage,gaming_time,notifications,night_usage,age,work_study_hours,stress_level,apps_installed,addicted
3168,9,25,4,0,74,1,28,6,6,37,addicted
3175,4,21,2,1,46,0,45,8,5,32,not addicted
3176,1,25,0,0,49,0,38,6,3,26,not addicted
3178,5,25,0,1,50,1,49,6,5,27,not addicted
3183,1,25,0,1,45,0,28,5,0,24,not addicted
3184,7,23,1,1,43,1,50,6,3,28,not addicted
3185,6,26,0,2,47,0,44,6,0,20,not addicted
3187,7,22,0,0,70,0,44,7,6,27,not addicted
3188,5,22,2,0,45,1,23,5,5,27,not addicted
3189,2,33,1,1,49,0,40,10,3,23,not addicted
3192,3,30,1,2,43,0,36,5,3,23,not addicted
3195,4,37,0,0,52,3,24,7,3,22,not addicted
3197,5,30,0,2,55,0,53,5,6,28,not addicted
3199,2,19,1,0,52,0,39,7,7,21,not addicted
3200,5,25,2,0,52,1,36,7,5,18,not addicted
3201,5,31,3,0,60,2,41,6,9,30,addicted
3207,4,20,1,1,48,0,29,5,5,19,not addicted
3208,6,30,1,2,40,0,46,6,4,23,not addicted
3209,3,23,1,0,49,0,48,6,2,30,not addicted
3210,4,25,2,2,80,0,18,3,5,26,addicted
3213,5,38,2,2,70,0,28,7,7,31,addicted
3215,4,25,2,0,54,0,35,5,6,27,not addicted
3219,4,20,2,0,53,0,43,7,2,21,not addicted
3220,4,22,2,1,51,1,35,8,6,27,not addicted
3221,5,40,2,1,63,1,32,5,3,29,addicted
3223,2,27,0,1,54,1,23,3,4,22,not addicted
3224,5,31,2,1,84,2,26,2,6,23,addicted
3226,3,21,1,0,45,0,47,6,6,28,not addicted
3227,4,27,0,0,52,2,42,9,1,25,not addicted
3230,3,33,2,1,53,0,33,9,1,22,not addicted
3232,4,28,2,1,45,1,20,7,0,25,not addicted
3233,6,28,2,0,45,1,23,8,3,21,not addicted
3234,2,24,1,0,52,1,53,6,5,12,not addicted
3238,4,23,3,0,37,1,39,3,0,19,not addicted
3242,4,20,0,0,51,0,28,8,2,29,not addicted
3245,1,26,0,1,66,0,21,8,4,32,not addicted
3246,4,30,0,0,49,1,34,4,3,27,not addicted
3250,2,28,0,0,53,0,40,7,5,22,not addicted
3251,2,36,0,0,50,0,41,8,3,23,not addicted
3252,2,38,1,0,38,0,43,7,5,32,not addicted
3253,7,44,0,3,72,2,26,6,7,18,addicted
3254,4,21,2,0,44,0,36,4,3,28,not addicted
3255,3,22,1,0,48,0,26,7,2,30,not addicted
3257,3,31,1,0,45,0,30,7,2,31,not addicted
3265,7,38,3,1,65,1,24,8,5,32,addicted
3266,2,24,2,0,64,0,49,9,5,33,not addicted
3267,5,27,0,2,54,1,42,4,3,17,not addicted
3268,4,28,0,0,51,0,23,3,2,19,not addicted
3270,3,12,0,1,51,0,46,4,4,22,not addicted
3271,5,40,3,0,75,2,31,5,7,27,addicted
3272,4,20,1,0,36,0,25,9,6,27,not addicted
3276,6,22,0,2,58,1,30,7,5,25,not addicted
3278,5,21,1,0,63,0,48,6,1,29,not addicted
3279,5,29,1,1,63,0,30,8,2,25,not addicted
3280,3,22,1,2,49,0,33,5,3,29,not addicted
3284,5,33,2,3,78,0,18,7,8,31,addicted
3285,3,26,0,0,52,0,43,7,5,31,not addicted
3288,2,25,1,0,45,0,52,6,1,28,not addicted
3289,5,24,4,1,52,0,52,5,4,28,not addicted
3292,5,24,0,1,52,2,42,6,0,24,not addicted
3293,5,21,2,0,41,0,47,7,3,22,not addicted
3294,1,32,0,0,49,1,40,7,1,30,not addicted
3295,4,23,2,0,43,0,28,9,1,32,not addicted
3296,5,27,1,1,50,0,48,12,0,20,not addicted
3297,7,37,3,2,85,2,25,5,4,31,addicted
3300,2,17,1,0,67,1,24,4,4,20,not addicted
3302,4,30,2,0,60,0,24,10,1,27,not addicted
3304,4,24,2,1,51,1,35,8,2,26,not addicted
3306,6,28,1,2,54,1,24,5,4,32,not addicted
3308,5,28,2,2,75,1,15,6,3,31,addicted
3309,7,25,1,0,48,0,36,3,2,25,not addicted
3310,3,17,0,2,50,0,33,6,0,18,not addicted
3312,5,27,0,1,59,0,50,7,5,20,not addicted
3315,4,23,2,0,40,0,49,7,3,20,not addicted
3316,6,21,1,1,58,0,40,11,1,30,not addicted
3318,6,21,1,0,38,0,31,6,0,21,not addicted
3319,4,28,1,1,50,2,52,5,0,21,not addicted
3322,3,25,1,0,56,0,43,5,5,32,not addicted
3324,5,34,1,3,74,0,19,7,7,39,addicted
3325,6,20,1,0,60,0,32,7,3,29,not addicted
3326,6,38,2,1,59,0,43,5,2,23,not addicted
3329,6,39,1,1,59,3,25,2,4,34,addicted
3331,5,18,2,1,56,1,23,7,3,26,not addicted
3333,3,18,1,0,53,1,23,6,6,28,not addicted
3334,8,37,2,1,68,1,19,6,5,29,addicted
3338,2,28,1,0,55,1,42,7,2,35,not addicted
3339,5,27,2,1,49,1,48,8,6,17,not addicted
3340,4,33,2,1,39,0,48,10,6,27,not addicted
3343,10,51,4,1,70,1,19,4,6,27,addicted
3345,5,36,2,2,65,1,40,5,8,38,addicted
3346,6,24,0,0,57,0,48,9,0,33,not addicted
3348,4,15,2,0,48,1,54,8,6,15,not addicted
3350,3,23,1,0,57,2,36,6,2,21,not addicted
3355,3,23,2,1,50,0,38,5,5,19,not addicted
3357,4,23,0,0,38,0,26,8,3,29,not addicted
3359,3,28,1,0,35,0,49,8,6,28,not addicted
3362,4,20,3,1,49,0,50,7,3,26,not addicted
3364,4,20,1,1,59,1,36,5,1,25,not addicted
3366,6,30,2,1,46,0,32,6,1,26,not addicted
3367,5,26,4,0,84,1,41,3,7,23,addicted
3373,5,37,3,0,60,1,17,6,5,25,addicted
3376,6,20,1,1,53,2,36,4,5,29,not addicted
3377,4,21,2,0,47,1,30,7,0,22,not addicted
3378,7,26,4,0,66,0,20,4,8,30,addicted
3382,6,40,0,3,70,2,35,5,7,24,addicted
3383,3,33,2,1,48,0,25,7,6,24,not addicted
3384,4,36,1,2,70,1,30,3,3,34,addicted
3387,5,35,2,3,77,0,18,6,6,36,addicted
3388,6,19,1,0,51,0,28,6,6,30,not addicted
3394,4,21,0,1,56,1,23,7,2,16,not addicted
3395,3,30,1,0,55,1,52,5,4,30,not addicted
3396,5,21,0,0,68,2,47,11,6,29,not addicted
3398,4,26,2,0,56,1,38,8,1,28,not addicted
3400,2,21,0,0,48,0,50,5,0,21,not addicted
3401,4,34,3,0,61,1,36,3,8,39,addicted
3404,6,33,2,3,70,1,42,8,7,23,addicted
3406,4,23,0,0,44,1,36,6,6,23,not addicted
3407,3,26,1,1,43,0,26,4,2,24,not addicted
3408,2,22,1,1,48,0,28,6,1,24,not addicted
3409,5,22,1,0,62,0,23,7,0,24,not addicted
3412,5,28,2,2,80,0,32,6,3,27,addicted
3413,4,26,2,0,44,0,35,11,5,19,not addicted
3415,5,20,0,0,41,0,35,5,5,28,not addicted
3417,4,32,3,0,72,1,26,6,2,26,addicted
3419,7,26,2,0,60,0,40,6,3,25,not addicted
3420,5,18,1,0,59,1,26,9,2,27,not addicted
3423,4,29,2,2,47,0,40,6,2,18,not addicted
3424,4,42,2,0,85,2,23,3,2,31,addicted
3426,3,34,3,0,54,0,44,7,4,23,not addicted
3428,4,19,3,0,49,1,51,5,6,19,not addicted
3430,1,29,0,0,36,0,41,6,0,31,not addicted
3432,2,18,0,0,62,2,24,10,4,27,not addicted
3436,3,31,0,1,40,0,52,5,0,21,not addicted
3437,2,21,0,1,59,0,42,6,2,28,not addicted
3441,1,25,1,0,42,0,38,8,2,29,not addicted
3444,2,15,0,0,51,0,22,10,0,24,not addicted
3445,5,33,0,1,53,0,29,7,3,24,not addicted
3447,3,26,1,1,40,0,50,8,0,24,not addicted
3449,4,35,2,0,78,2,23,8,6,47,addicted
3450,6,21,1,0,46,1,51,3,3,30,not addicted
3451,4,22,0,1,48,2,37,8,0,22,not addicted
3452,2,29,2,0,68,0,29,7,5,27,not addicted
3454,3,23,0,1,49,0,39,4,2,20,not addicted
3455,2,25,0,0,49,0,51,9,1,29,not addicted
3458,3,24,0,0,43,0,31,8,6,23,not addicted
3459,3,23,1,0,48,0,37,6,1,20,not addicted
3460,4,43,1,0,40,0,43,5,1,16,not addicted
3463,2,24,0,1,46,0,39,6,3,20,not addicted
3472,4,24,1,2,43,0,32,4,1,27,not addicted
3475,4,21,1,0,44,2,41,5,6,27,not addicted
3478,2,44,0,2,43,0,30,7,1,11,not addicted
3480,5,31,2,0,74,2,32,4,5,25,addicted
3481,3,23,0,1,44,0,22,6,4,26,not addicted
3482,7,24,3,0,48,2,22,9,5,23,not addicted
3486,5,45,2,1,66,2,16,4,5,28,addicted
3487,2,29,1,0,53,0,50,5,1,33,not addicted
3488,3,33,0,0,44,1,45,7,6,14,not addicted
3489,4,33,0,3,66,1,19,7,7,19,addicted
3490,4,26,1,1,50,0,37,7,2,30,not addicted
3494,3,20,2,0,68,0,50,6,3,23,not addicted
3498,7,39,1,2,77,1,22,0,5,19,addicted
3499,4,26,2,2,59,0,48,7,0,32,not addicted
3500,9,37,3,1,71,3,29,7,8,19,addicted
3502,2,31,0,0,45,0,41,2,6,24,not addicted
3503,4,17,1,1,52,0,40,1,4,24,not addicted
3504,5,19,2,0,56,2,52,6,0,30,not addicted
3507,3,21,0,2,51,1,42,10,2,24,not addicted
3508,3,27,1,1,50,0,47,4,1,19,not addicted
3509,6,32,1,2,62,1,40,3,8,33,addicted
3510,5,20,1,1,47,1,54,4,5,24,not addicted
3511,3,24,1,1,40,0,38,6,0,32,not addicted
3512,3,30,0,1,51,1,26,7,3,25,not addicted
3514,4,31,3,0,60,1,22,9,6,27,not addicted
3517,5,33,1,0,58,0,46,3,5,18,not addicted
3519,4,21,2,0,51,0,47,5,2,22,not addicted
3520,3,23,1,0,46,2,37,10,4,25,not addicted
3521,4,22,1,1,52,1,22,7,2,27,not addicted
3523,4,20,2,1,62,0,21,8,1,19,not addicted
3525,4,19,0,1,48,1,48,11,1,23,not addicted
3526,3,27,2,1,34,0,38,3,5,18,not addicted
3527,3,20,0,1,49,1,21,3,0,19,not addicted
3531,2,27,1,0,53,1,28,9,1,33,not addicted
3532,7,29,3,2,60,0,32,2,5,33,addicted
3533,6,32,2,0,53,1,35,7,4,27,not addicted
3536,4,29,2,0,56,0,45,5,1,19,not addicted
3538,4,38,2,0,66,2,26,5,9,33,addicted
3539,5,32,0,3,57,1,43,6,7,27,addicted
3540,4,20,1,2,58,0,49,8,0,28,not addicted
3543,4,29,3,0,56,1,26,6,8,32,addicted
3547,5,29,1,1,55,0,25,9,6,26,not addicted
3552,1,27,1,0,48,0,46,5,4,22,not addicted
3554,5,29,2,2,70,1,34,4,5,33,addicted
3555,4,28,3,1,49,0,36,8,6,32,not addicted
3556,7,28,1,1,46,2,24,6,4,17,not addicted
3557,5,23,1,0,48,1,22,2,3,29,not addicted
3560,7,32,2,1,53,0,19,6,4,16,not addicted
3563,3,18,0,0,43,0,29,9,4,29,not addicted
3564,4,14,0,0,50,0,33,6,5,29,not addicted
3567,2,20,0,1,40,0,33,8,2,16,not addicted
3568,3,28,1,0,53,1,41,8,4,29,not addicted
3569,5,31,2,1,83,1,26,9,6,41,addicted
3570,2,26,0,0,52,0,51,5,6,24,not addicted
3571,6,25,1,0,53,0,38,7,5,24,not addicted
3577,3,24,2,1,73,0,35,6,1,24,not addicted
3578,5,26,1,2,59,0,44,6,3,40,not addicted
3583,4,28,1,0,45,1,20,9,6,22,not addicted
3585,2,23,0,1,44,0,26,10,5,23,not addicted
3586,4,25,1,0,57,0,53,9,1,25,not addicted
3591,4,25,2,1,60,0,46,9,1,18,not addicted
3597,4,28,3,1,65,0,28,6,6,27,not addicted
3601,9,32,1,1,67,3,32,7,4,29,addicted
3604,2,23,2,0,56,0,49,5,2,25,not addicted
3605,5,44,1,3,65,1,43,7,5,38,addicted
3606,3,33,1,0,45,0,37,4,0,27,not addicted
3609,3,29,1,2,42,0,53,5,5,21,not addicted
3610,2,23,0,1,45,0,45,5,2,28,not addicted
3611,3,25,0,0,49,1,20,8,5,26,not addicted
3615,2,30,1,0,48,0,42,6,0,28,not addicted
3618,4,29,1,1,52,1,35,6,1,25,not addicted
3619,6,25,1,0,55,0,46,5,6,26,not addicted
3621,5,39,1,2,72,1,18,5,3,26,addicted
3622,3,28,1,0,45,1,47,6,3,19,not addicted
3624,2,28,1,1,60,0,32,1,4,32,not addicted
3625,5,39,2,2,71,0,40,7,8,36,addicted
3628,5,33,2,1,78,1,40,1,3,27,addicted
3629,4,33,0,2,45,1,47,6,7,23,not addicted
3633,5,40,1,0,64,3,39,4,3,26,addicted
3634,3,26,1,1,44,0,49,7,5,20,not addicted
3636,5,36,2,1,72,1,32,7,3,28,addicted
3637,6,35,1,2,69,1,40,7,3,27,addicted
3638,3,20,1,1,42,0,22,6,1,33,not addicted
3639,1,28,0,0,51,0,42,5,0,26,not addicted
3640,4,21,0,0,54,0,27,1,0,35,not addicted
3641,4,44,1,2,72,1,30,5,6,24,addicted
3647,4,23,1,0,58,1,22,9,3,26,not addicted
3651,5,30,1,2,59,0,20,3,5,26,not addicted
3652,4,30,2,0,50,1,37,9,3,23,not addicted
3656,4,25,1,0,52,0,41,12,1,21,not addicted
3657,3,22,0,0,46,0,30,5,0,35,not addicted
3658,7,41,4,0,71,1,26,7,4,31,addicted
3660,4,30,2,1,56,0,39,7,2,25,not addicted
3664,6,47,2,2,73,2,40,3,6,29,addicted
3666,5,25,0,0,42,2,35,6,5,26,not addicted
3667,3,24,1,1,49,1,22,6,0,20,not addicted
3668,6,24,1,1,62,2,28,4,9,31,addicted
3669,3,20,1,0,43,0,20,7,5,30,not addicted
3670,7,31,4,1,73,2,37,4,8,32,addicted
3672,3,33,0,2,63,0,31,8,6,14,not addicted
3675,4,16,1,1,42,0,41,8,5,22,not addicted
3676,4,29,1,0,50,0,43,10,3,24,not addicted
3678,3,30,0,1,30,0,28,10,1,27,not addicted
3679,4,27,0,0,40,0,30,4,2,36,not addicted
3682,3,22,1,0,38,0,23,9,4,22,not addicted
3687,4,23,0,2,61,0,50,10,5,26,not addicted
3693,2,28,2,0,45,0,22,3,5,29,not addicted
3695,4,33,0,0,49,0,49,7,3,20,not addicted
3696,5,42,2,2,78,1,18,7,7,27,addicted
3700,4,21,0,1,70,0,20,3,1,26,not addicted
3701,3,25,1,0,55,1,52,9,6,22,not addicted
3702,4,25,2,1,29,0,52,3,5,27,not addicted
3703,3,30,2,0,44,1,44,8,3,30,not addicted
3712,6,40,0,2,67,2,27,5,3,32,addicted
3716,5,39,3,1,72,0,26,6,7,27,addicted
3717,4,26,1,2,54,1,34,11,5,28,not addicted
3719,5,24,1,1,39,2,24,6,3,19,not addicted
3722,3,22,0,1,47,1,42,9,2,30,not addicted
3723,6,25,2,0,50,1,50,6,6,26,not addicted
3724,4,17,0,1,50,2,37,9,4,29,not addicted
3725,4,29,1,2,66,1,38,7,2,21,not addicted
3726,6,37,3,3,80,0,24,5,7,28,addicted
3727,3,25,1,1,42,0,43,9,1,23,not addicted
3729,3,34,0,2,52,1,24,8,0,22,not addicted
3731,3,31,1,1,57,1,41,7,5,26,not addicted
3732,2,24,1,0,50,1,46,8,2,16,not addicted
3733,6,34,1,2,73,2,43,7,6,29,addicted
3734,2,18,0,0,46,1,23,7,0,34,not addicted
3736,2,30,2,0,43,0,50,6,6,15,not addicted
3740,4,20,1,2,53,0,33,3,1,26,not addicted
3743,4,39,2,1,82,1,31,4,7,31,addicted
3749,7,22,0,1,53,0,26,7,6,22,not addicted
3751,6,29,2,1,65,1,28,3,3,31,addicted
3755,4,26,0,0,53,0,40,5,3,28,not addicted
3757,4,22,1,0,55,2,34,8,6,17,not addicted
3758,6,43,2,2,67,2,22,7,8,31,addicted
3761,7,44,2,2,55,0,41,5,7,30,addicted
3762,2,26,1,1,61,0,20,8,2,19,not addicted
3765,4,33,0,2,62,2,16,7,6,34,addicted
3766,4,15,1,0,52,0,54,5,2,32,not addicted
3767,8,28,1,3,66,2,41,7,8,32,addicted
3768,3,17,0,2,52,0,38,5,6,20,not addicted
3770,4,29,2,0,50,0,34,3,1,26,not addicted
3771,4,21,0,2,48,2,20,7,6,23,not addicted
3773,6,31,2,3,74,1,22,8,5,33,addicted
3774,5,31,0,0,42,0,42,6,5,20,not addicted
3775,2,18,2,0,44,0,31,8,4,28,not addicted
3776,2,31,0,1,53,0,38,6,2,23,not addicted
3777,4,36,0,2,63,2,36,6,6,41,addicted
3780,8,32,2,2,65,1,30,6,5,33,addicted
3782,5,39,3,1,64,1,42,5,3,30,addicted
3785,6,26,3,0,83,1,32,6,6,36,addicted
3786,8,42,2,2,55,0,22,1,4,30,addicted
3787,1,20,1,0,55,0,38,7,1,24,not addicted
3788,3,26,0,1,52,1,52,9,3,22,not addicted
3792,5,34,1,1,81,2,23,5,6,34,addicted
3794,6,33,1,0,63,3,19,4,3,32,addicted
3795,5,27,0,0,57,1,29,4,4,26,not addicted
3796,4,40,0,1,56,0,51,10,4,28,not addicted
3807,7,30,3,1,77,2,19,4,6,35,addicted
3808,2,34,1,0,51,0,26,4,6,22,not addicted
3809,7,33,1,3,86,3,30,2,7,29,addicted
3812,5,26,1,1,48,1,30,7,0,24,not addicted
3813,6,28,3,1,65,0,34,5,5,39,addicted
3816,3,22,0,2,46,1,22,7,6,21,not addicted
3818,8,29,5,0,53,0,43,10,3,22,not addicted
3819,5,38,0,2,65,2,37,4,3,30,addicted
3820,3,26,0,0,59,0,51,3,2,29,not addicted
3822,2,32,0,0,53,0,53,4,5,22,not addicted
3823,3,28,1,0,56,0,49,5,6,19,not addicted
3826,2,22,0,1,37,0,44,8,5,25,not addicted
3831,6,26,2,0,55,3,15,2,6,24,addicted
3833,4,27,3,0,54,0,36,8,5,29,not addicted
3834,5,27,1,2,67,2,36,1,4,24,addicted
3835,5,27,0,0,57,0,36,8,6,23,not addicted
3836,3,23,0,0,51,1,52,5,7,25,not addicted
3838,4,22,0,2,46,1,27,6,2,38,not addicted
3840,7,29,1,1,72,2,16,6,8,26,addicted
3842,3,22,0,1,50,0,50,3,5,15,not addicted
3845,2,22,0,0,46,1,24,8,3,31,not addicted
3847,4,24,1,0,54,0,20,8,4,24,not addicted
3850,2,22,1,1,50,0,26,12,0,25,not addicted
3853,4,27,0,1,44,0,47,6,4,36,not addicted
3854,4,14,0,0,56,1,33,7,4,29,not addicted
3856,3,28,0,0,50,0,46,6,1,29,not addicted
3858,4,29,3,1,44,0,31,10,7,30,not addicted
3859,5,30,1,0,68,3,26,6,5,34,addicted
3862,2,26,1,1,52,0,50,5,2,31,not addicted
3863,5,27,2,1,53,0,36,5,0,22,not addicted
3865,6,29,2,0,57,0,23,8,2,28,not addicted
3869,5,14,1,2,60,0,28,6,4,35,not addicted
3871,2,20,1,0,41,0,20,9,1,27,not addicted
3875,7,30,3,3,68,0,28,4,6,37,addicted
3883,3,18,1,0,52,0,50,10,6,28,not addicted
3885,2,26,1,1,47,0,23,4,5,31,not addicted
3886,3,26,1,1,60,1,26,7,6,38,not addicted
3889,4,17,1,0,54,0,33,11,5,15,not addicted
3893,4,22,0,0,33,1,41,6,6,20,not addicted
3899,6,30,3,1,68,2,42,6,7,33,addicted
3901,2,20,0,0,57,0,24,3,5,18,not addicted
3904,4,28,0,0,48,0,34,5,2,24,not addicted
3905,6,43,3,2,72,1,36,7,3,36,addicted
3906,5,38,2,1,63,2,24,3,5,26,addicted
3911,4,33,3,1,80,0,15,2,3,28,addicted
3912,4,38,3,0,74,1,24,4,4,32,addicted
3915,3,24,2,1,46,0,24,9,1,24,not addicted
3916,2,14,0,0,54,2,49,5,4,20,not addicted
3920,3,23,0,1,49,2,25,6,3,18,not addicted
3921,3,22,0,0,50,0,42,8,4,23,not addicted
3922,6,29,1,2,59,1,43,8,7,31,addicted
3926,1,27,1,0,47,0,46,5,2,30,not addicted
3930,8,23,2,4,60,0,44,7,7,25,addicted
3932,2,22,0,1,51,1,43,7,0,25,not addicted
3933,6,25,3,2,66,1,17,8,7,39,addicted
3938,5,39,1,2,74,1,33,1,8,28,addicted
3941,5,33,1,1,53,2,29,6,1,23,not addicted
3942,3,31,1,1,60,1,42,6,2,22,not addicted
3944,5,23,3,0,58,1,27,5,2,20,not addicted
3946,4,45,3,0,68,1,17,7,7,28,addicted
3947,2,30,0,0,59,0,42,5,7,21,not addicted
3950,5,18,1,0,44,1,21,8,5,28,not addicted
3951,5,26,2,0,50,0,32,8,4,29,not addicted
3952,2,22,0,1,55,1,31,6,2,29,not addicted
3957,4,36,1,2,78,1,16,5,4,22,addicted
3959,3,28,2,0,53,0,30,3,1,33,not addicted
3964,4,20,1,0,56,0,22,6,4,20,not addicted
3965,5,18,1,0,58,1,20,8,6,21,not addicted
3967,4,31,0,1,44,0,54,8,4,26,not addicted
3968,6,29,3,1,70,1,16,7,5,25,addicted
3971,2,19,0,0,43,0,24,9,4,16,not addicted
3973,4,25,0,0,45,0,34,6,4,22,not addicted
3978,4,30,0,0,51,1,30,8,6,17,not addicted
3980,5,17,2,0,54,0,21,4,3,30,not addicted
3981,4,26,2,1,63,1,28,6,2,24,not addicted
3984,5,23,0,1,54,0,51,5,0,22,not addicted
3986,4,35,1,1,52,1,25,8,2,24,not addicted
3987,3,33,0,1,38,0,48,8,6,31,not addicted
3991,4,34,2,1,71,1,35,3,3,27,addicted
3993,5,27,1,0,53,1,44,5,4,28,not addicted
3994,8,28,3,0,55,3,22,4,8,24,addicted
3995,6,42,1,1,61,2,39,8,7,28,addicted
3997,6,32,2,1,68,1,17,6,7,31,addicted
4004,4,25,1,0,44,1,20,6,1,26,not addicted
4005,4,31,1,1,40,1,35,5,3,32,not addicted
4006,2,21,0,1,53,0,29,6,2,30,not addicted
4008,4,22,1,1,49,1,39,4,3,21,not addicted
4009,7,43,0,2,59,2,30,6,7,17,addicted
4010,0,22,0,0,51,0,45,5,5,29,not addicted
4011,4,34,2,1,61,1,19,7,3,40,addicted
4012,3,16,1,2,55,0,54,8,0,23,not addicted
4013,6,35,1,2,53,0,40,8,3,23,not addicted
4014,5,33,3,2,50,0,29,6,3,28,not addicted
4016,4,22,2,0,55,1,51,6,2,29,not addicted
4019,3,25,1,0,50,2,31,6,2,27,not addicted
4020,3,26,2,1,48,0,51,5,6,30,not addicted
4022,5,17,1,2,49,0,40,4,3,16,not addicted
4024,3,19,0,0,39,0,28,8,3,21,not addicted
4025,2,19,0,0,48,0,36,9,5,20,not addicted
4029,9,28,2,2,56,3,17,9,5,44,addicted
4031,8,32,3,0,67,1,38,4,5,36,addicted
4034,4,17,0,0,49,2,28,6,5,21,not addicted
4037,4,21,1,1,49,1,22,4,6,22,not addicted
4038,4,39,0,0,62,1,26,4,0,26,not addicted
4041,4,30,1,1,52,2,34,5,5,26,not addicted
4043,10,40,2,3,71,0,33,3,8,27,addicted
4044,4,21,0,2,48,1,39,4,0,27,not addicted
4046,7,40,3,1,65,1,23,4,5,27,addicted
4048,4,39,2,0,43,1,48,5,7,21,not addicted
4052,3,24,1,1,42,0,52,6,0,29,not addicted
4053,4,28,2,0,52,0,53,9,4,33,not addicted
4055,5,39,2,0,60,2,37,7,5,23,addicted
4056,4,26,2,0,45,2,40,7,0,28,not addicted
4057,5,43,1,3,65,1,23,7,3,34,addicted
4058,9,37,2,3,75,3,44,6,8,28,addicted
4059,4,21,0,0,58,0,26,10,2,36,not addicted
4060,5,30,0,1,63,0,25,7,1,26,not addicted
4061,3,15,0,0,56,1,54,6,6,21,not addicted
4062,2,20,2,0,44,0,29,7,4,28,not addicted
4064,3,22,0,1,51,0,24,8,0,31,not addicted
4075,3,29,1,1,32,0,47,9,1,12,not addicted
4076,3,24,1,0,47,1,45,6,6,25,not addicted
4082,4,23,0,0,50,1,28,9,2,23,not addicted
4083,4,23,2,0,51,1,54,2,4,30,not addicted
4085,4,25,1,1,51,1,25,6,6,21,not addicted
4087,5,33,2,0,62,3,40,3,5,33,addicted
4090,8,37,1,2,68,3,31,5,3,28,addicted
4092,7,33,0,0,67,4,29,7,4,32,addicted
4094,5,40,2,1,78,2,41,5,6,27,addicted
4095,5,23,3,0,72,2,18,7,6,33,addicted
4096,7,33,2,2,68,2,43,9,7,38,addicted
4099,3,23,0,1,40,1,33,8,0,16,not addicted
4101,2,25,0,0,41,1,26,6,0,25,not addicted
4106,4,40,2,0,75,2,31,4,8,34,addicted
4112,8,28,3,0,81,1,43,5,5,26,addicted
4113,5,21,2,1,76,2,22,7,3,19,addicted
4114,4,33,0,1,48,1,47,9,3,24,not addicted
4115,2,23,0,0,44,0,43,9,1,24,not addicted
4117,2,22,2,0,38,0,39,9,2,25,not addicted
4121,5,21,1,0,48,1,21,9,4,13,not addicted
4123,8,29,2,1,69,1,17,7,4,29,addicted
4125,5,27,3,0,69,2,37,4,6,21,addicted
4126,4,23,2,1,53,1,22,11,0,21,not addicted
4127,2,32,0,0,49,0,49,8,4,33,not addicted
4130,5,27,2,2,43,1,32,6,0,23,not addicted
4131,8,22,1,2,49,1,49,5,5,29,not addicted
4132,7,38,3,0,79,2,29,2,8,25,addicted
4134,5,23,1,2,43,1,46,8,6,30,not addicted
4135,4,26,1,1,46,0,41,6,0,21,not addicted
4138,2,19,0,0,61,0,45,7,3,34,not addicted
4141,4,26,0,1,47,2,50,6,0,32,not addicted
4143,5,22,1,0,43,0,47,5,2,18,not addicted
4145,3,25,0,2,56,0,22,7,3,36,not addicted
4146,3,25,0,1,46,2,51,8,5,25,not addicted
4147,5,22,0,0,57,0,20,7,3,20,not addicted
4148,6,47,1,1,75,2,31,5,6,24,addicted
4153,5,16,1,0,45,1,50,9,0,30,not addicted
4155,4,28,4,0,72,0,41,4,5,30,addicted
4156,3,27,0,0,48,1,27,8,4,23,not addicted
4157,7,28,1,3,78,3,43,8,2,25,addicted
4159,4,36,3,1,68,0,18,5,6,36,addicted
4164,3,26,1,1,52,1,47,11,4,22,not addicted
4169,3,19,1,1,54,0,34,6,5,28,not addicted
4171,5,15,1,0,53,0,43,5,4,27,not addicted
4172,10,39,4,2,61,2,19,5,3,21,addicted
4174,5,14,2,1,38,0,52,8,5,22,not addicted
4176,8,28,2,0,64,2,15,6,7,17,addicted
4178,4,25,2,0,60,0,44,8,2,22,not addicted
4180,3,26,0,0,49,0,52,3,4,27,not addicted
4181,4,26,0,1,45,1,24,8,0,25,not addicted
4183,7,25,2,1,80,1,28,6,4,37,addicted
4184,3,31,1,1,41,0,50,7,3,22,not addicted
4186,3,23,0,1,52,0,36,9,3,27,not addicted
4187,5,39,1,1,56,2,29,4,4,29,addicted
4188,5,39,1,0,73,3,24,6,5,31,addicted
4191,3,23,2,0,39,1,22,6,4,26,not addicted
4192,4,26,1,0,53,0,33,8,1,26,not addicted
4193,5,28,1,3,66,1,17,6,5,35,addicted
4197,4,23,0,0,51,1,27,5,0,17,not addicted
4199,5,21,2,0,56,0,27,7,3,24,not addicted
4201,3,34,1,0,47,1,53,10,1,27,not addicted
4204,7,32,2,2,68,1,25,5,4,31,addicted
4207,2,24,0,1,53,1,54,12,5,22,not addicted
4208,4,22,1,1,44,0,22,5,7,35,not addicted
4209,2,25,1,0,51,0,35,4,0,22,not addicted
4210,2,29,1,0,40,1,28,5,7,18,not addicted
4213,3,26,1,1,52,0,24,3,1,28,not addicted
4215,3,18,1,0,46,1,49,5,5,18,not addicted
4217,3,24,1,1,50,0,32,4,5,17,not addicted
4218,4,26,0,1,57,2,25,7,5,20,not addicted
4220,3,28,3,0,47,0,33,5,5,18,not addicted
4221,5,31,2,1,44,1,50,5,1,20,not addicted
4222,5,34,0,1,48,1,45,6,1,21,not addicted
4224,4,29,1,0,50,0,21,8,5,28,not addicted
4225,3,28,0,0,48,0,35,6,5,27,not addicted
